# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May  9 01:11:38 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_discmethod like '%transit%'
# CONSTRAINT:  and pl_orbsmaxstr > 0
# CONSTRAINT:  and pl_orbeccenstr > 0
# CONSTRAINT:  and pl_orbinclstr > 0
# CONSTRAINT:  and pl_bmassjstr > 0
# CONSTRAINT:  and pl_radjstr > 0
# CONSTRAINT:  and pl_densstr > 0)
# CONSTRAINT:  order by pl_name desc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim
WASP-133 b,Transit,1,2.17642300,0.00000100,-0.00000100,0,0.034500,0.000700,-0.000700,0,0.170000,,,1,87.000,1.000,-1.000,0,1.16000,0.09000,-0.09000,0,1.210,0.050,-0.050,0,0.88000,0.09000,-0.09000,0,547.00,21.00,-21.00,0,12.715,,0,5700.00,100.00,-100.00,0,1.16,0.08,-0.08,0,1.44,0.05,-0.05,0
WASP-129 b,Transit,1,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,0.096000,,,1,87.700,0.200,-0.200,0,1.00000,0.10000,-0.10000,0,0.930,0.030,-0.030,0,1.60000,0.30000,-0.30000,0,246.00,7.00,-7.00,0,11.813,,0,5900.00,100.00,-100.00,0,1.00,0.03,-0.03,0,0.90,0.02,-0.02,0
WASP-126 b,Transit,1,3.28880000,0.00001000,-0.00001000,0,0.044900,0.000800,-0.000800,0,0.180000,,,1,87.900,1.500,-1.500,0,0.28000,0.04000,-0.04000,0,0.960,0.100,-0.050,0,0.41000,0.11000,-0.11000,0,234.00,15.00,-15.00,0,11.066,,0,5800.00,100.00,-100.00,0,1.12,0.06,-0.06,0,1.27,0.10,-0.05,0
WASP-124 b,Transit,1,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,0.017000,,,1,86.300,0.200,-0.200,0,0.60000,0.07000,-0.07000,0,1.240,0.030,-0.030,0,0.43000,0.05000,-0.05000,0,433.00,11.00,-11.00,0,12.575,,0,6050.00,100.00,-100.00,0,1.07,0.05,-0.05,0,1.02,0.02,-0.02,0
WASP-120 b,Transit,1,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,0.057000,0.022000,-0.018000,0,82.540,0.780,-0.780,0,4.85000,0.21000,-0.21000,0,1.473,0.096,-0.096,0,2.00000,0.44000,-0.34000,0,437.00,21.00,-21.00,0,10.899,,0,6450.00,120.00,-120.00,0,1.39,0.06,-0.06,0,1.87,0.11,-0.11,0
WASP-119 b,Transit,1,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,0.058000,,,1,85.000,2.000,-2.000,0,1.23000,0.08000,-0.08000,0,1.400,0.200,-0.200,0,0.70000,0.30000,-0.30000,0,333.00,29.00,-29.00,0,12.101,,0,5650.00,100.00,-100.00,0,1.02,0.06,-0.06,0,1.20,0.10,-0.10,0
WASP-114 b,Transit,1,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,0.012000,0.022000,-0.009000,0,83.960,0.900,-0.900,0,1.76900,0.06400,-0.06400,0,1.339,0.064,-0.064,0,0.97000,0.13000,-0.13000,0,460.00,80.00,-80.00,0,16.108,,0,5940.00,140.00,-140.00,0,1.29,0.05,-0.05,0,1.43,0.06,-0.06,0
TRAPPIST-1 g,Transit,7,12.35294000,0.00012000,-0.00012000,0,0.045100,0.001400,-0.001400,0,0.061000,,,1,89.710,0.025,-0.025,0,0.00422,0.00277,-0.00277,0,0.101,0.004,-0.004,0,5.20000,3.50000,-3.50000,0,12.10,0.40,-0.40,0,15.645,,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0
TRAPPIST-1 f,Transit,7,9.20669000,0.00001500,-0.00001500,0,0.037100,0.001100,-0.001100,0,0.063000,,,1,89.680,0.034,-0.034,0,0.00214,0.00057,-0.00057,0,0.093,0.003,-0.003,0,3.30000,0.94000,-0.94000,0,12.10,0.40,-0.40,0,15.645,,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0
TRAPPIST-1 e,Transit,7,6.09961500,0.00001100,-0.00001100,0,0.028170,0.000830,-0.000870,0,0.085000,,,1,89.860,0.100,-0.120,0,0.00195,0.00182,-0.00182,0,0.082,0.003,-0.003,0,4.40000,4.20000,-4.20000,0,12.10,0.40,-0.40,0,15.645,,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0
TRAPPIST-1 d,Transit,7,4.04961000,0.00006300,-0.00006300,0,0.021440,0.000660,-0.000630,0,0.070000,,,1,89.750,0.160,-0.160,0,0.00129,0.00085,-0.00085,0,0.069,0.003,-0.003,0,4.90000,3.30000,-3.30000,0,12.10,0.40,-0.40,0,15.645,,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0
TRAPPIST-1 c,Transit,7,2.42182330,0.00000170,-0.00000170,0,0.015210,0.000470,-0.000470,0,0.083000,,,1,89.670,0.170,-0.170,0,0.00434,0.00192,-0.00192,0,0.094,0.003,-0.003,0,6.45000,2.92000,-2.92000,0,12.10,0.40,-0.40,0,15.645,,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0
TRAPPIST-1 b,Transit,7,1.51087081,0.00000060,-0.00000060,0,0.011110,0.000340,-0.000340,0,0.081000,,,1,89.650,0.220,-0.270,0,0.00267,0.00227,-0.00227,0,0.097,0.003,-0.003,0,3.60000,3.10000,-3.10000,0,12.10,0.40,-0.40,0,15.645,,0,2559.00,50.00,-50.00,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0
TOI 172 b,Transit,1,9.47725000,0.00064000,-0.00079000,0,0.091400,0.001700,-0.001700,0,0.380600,0.009300,-0.009000,0,88.200,1.100,-1.000,0,5.42000,0.22000,-0.20000,0,0.965,0.032,-0.029,0,7.53000,0.65000,-0.72000,0,336.47,6.79,-6.79,0,11.193,,0,5645.00,50.00,-50.00,0,1.13,0.07,-0.06,0,1.78,0.05,-0.04,0
NGTS-1 b,Transit,1,2.64729800,0.00002000,-0.00002000,0,0.032600,0.004700,-0.004500,0,0.016000,0.023000,-0.012000,0,85.270,0.610,-0.730,0,0.81200,0.06600,-0.07500,0,1.330,0.610,-0.330,0,0.42000,0.59000,-0.28000,0,224.00,37.00,-44.00,0,14.866,,0,3916.00,71.00,-63.00,0,0.62,0.02,-0.06,0,0.57,0.08,-0.08,0
LHS 1140 c,Transit,2,3.77793100,0.00000300,-0.00000300,0,0.026750,0.000700,-0.000700,0,0.310000,,,1,89.920,0.060,-0.090,0,0.00569,0.00123,-0.00123,0,0.114,0.002,-0.002,0,4.70000,1.10000,-1.10000,0,12.47,0.42,-0.42,0,12.671,,0,3216.00,39.00,-39.00,0,0.18,0.01,-0.01,0,0.21,0.00,0.00,0
LHS 1140 b,Transit,2,24.73695900,0.00008000,-0.00008000,0,0.093600,0.002400,-0.002400,0,0.060000,,,1,89.890,0.050,-0.030,0,0.02196,0.00280,-0.00280,0,0.154,0.003,-0.003,0,7.50000,1.00000,-1.00000,0,12.47,0.42,-0.42,0,12.671,,0,3216.00,39.00,-39.00,0,0.18,0.01,-0.01,0,0.21,0.00,0.00,0
Kepler-87 c,Transit,2,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,0.039000,0.012000,-0.012000,0,89.588,0.031,-0.027,0,0.02000,0.00300,-0.00300,0,0.548,0.026,-0.026,0,0.15200,0.01900,-0.01900,0,1525.00,123.72,-117.09,0,14.587,,0,5600.00,50.00,-50.00,0,1.10,0.05,-0.05,0,1.82,0.04,-0.04,0
Kepler-87 b,Transit,2,114.73635000,0.00015000,-0.00015000,0,0.481000,0.026000,-0.028000,0,0.036000,0.009000,-0.009000,0,89.274,0.034,-0.030,0,1.02000,0.02800,-0.02800,0,1.204,0.049,-0.049,0,0.72900,0.02600,-0.02600,0,1525.00,123.72,-117.09,0,14.587,,0,5600.00,50.00,-50.00,0,1.10,0.05,-0.05,0,1.82,0.04,-0.04,0
Kepler-79 e,Transit,4,81.06590000,0.00130000,-0.00110000,0,0.386000,0.005000,-0.005000,0,0.012000,0.044000,-0.005000,0,89.130,0.020,-0.020,0,0.01300,0.00380,-0.00350,0,0.311,0.012,-0.012,0,0.53000,0.15000,-0.15000,0,995.00,166.99,-112.38,0,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0
Kepler-79 d,Transit,4,52.09020000,0.00090000,-0.00100000,0,0.287000,0.004000,-0.004000,0,0.025000,0.059000,-0.023000,0,89.930,0.070,-0.030,0,0.01900,0.00660,-0.00500,0,0.639,0.012,-0.014,0,0.09000,0.03000,-0.02000,0,995.00,166.99,-112.38,0,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0
Kepler-79 c,Transit,4,27.40290000,0.00080000,-0.00060000,0,0.187000,0.002000,-0.003000,0,0.030000,0.027000,-0.021000,0,89.480,0.070,-0.090,0,0.01900,0.00600,-0.00720,0,0.332,0.007,-0.007,0,0.62000,0.20000,-0.25000,0,995.00,166.99,-112.38,0,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0
Kepler-79 b,Transit,4,13.48450000,0.00020000,-0.00020000,0,0.117000,0.002000,-0.002000,0,0.015000,0.012000,-0.006000,0,88.780,0.070,-0.090,0,0.03430,0.02300,-0.01900,0,0.310,0.006,-0.006,0,1.43000,0.97000,-0.78000,0,995.00,166.99,-112.38,0,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0
Kepler-75 b,Transit,1,8.88491160,0.00000340,-0.00000340,0,0.081800,0.001200,-0.001200,0,0.570000,0.010000,-0.010000,0,89.120,0.510,-0.640,0,10.10000,0.40000,-0.40000,0,1.050,0.030,-0.030,0,11.00000,0.80000,-0.90000,0,1140.00,250.00,-160.00,0,15.179,,0,5200.00,100.00,-100.00,0,0.91,0.04,-0.04,0,0.89,0.02,-0.02,0
Kepler-63 b,Transit,1,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,0.450000,,,1,87.806,0.018,-0.019,0,0.37800,,,1,0.545,0.018,-0.018,0,3.00000,,,1,200.00,15.00,-15.00,0,11.535,,0,5576.00,50.00,-50.00,0,0.98,0.04,-0.04,0,0.90,0.03,-0.02,0
Kepler-539 b,Transit,2,125.63243000,0.00071000,-0.00071000,0,0.498800,0.006700,-0.006700,0,0.390000,,,1,89.845,0.086,-0.086,0,0.97000,0.29000,-0.29000,0,0.747,0.017,-0.017,0,2.90000,0.88000,-0.88000,0,313.00,13.20,-12.73,0,12.379,,0,5820.00,80.00,-80.00,0,1.05,0.04,-0.04,0,0.95,0.02,-0.02,0
Kepler-47 d,Transit,3,187.36600000,0.06900000,-0.05100000,0,0.699200,0.003100,-0.003300,0,0.024000,0.025000,-0.017000,0,90.395,0.009,-0.012,0,0.05984,0.07501,-0.03672,0,0.628,0.059,-0.044,0,0.30000,0.38000,-0.18000,0,1500.00,,,0,15.163,,0,,,,0,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0
Kepler-47 c,Transit,3,303.22700000,0.06200000,-0.02700000,0,0.963800,0.004100,-0.004400,0,0.044000,0.029000,-0.019000,0,90.192,0.005,-0.004,0,0.00997,0.00686,-0.00393,0,0.415,0.008,-0.006,0,0.17000,0.09000,-0.07000,0,1500.00,,,0,15.163,,0,,,,0,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0
Kepler-47 b,Transit,3,49.46430000,0.00810000,-0.00740000,0,0.287700,0.001400,-0.001100,0,0.021000,0.002500,-0.002200,0,89.752,0.063,-0.045,0,0.00651,0.07457,-0.00651,0,0.272,0.004,-0.004,0,0.40000,4.87000,-0.40000,0,1500.00,,,0,15.163,,0,,,,0,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0
Kepler-46 b,Transit,3,33.60134000,0.00021000,-0.00020000,0,0.196800,0.002900,-0.002800,0,0.010000,0.010000,-0.010000,0,89.038,0.075,-0.067,0,6.00000,,,1,0.808,0.042,-0.043,0,14.00000,,,1,855.00,68.00,-65.00,0,15.255,,0,5309.00,200.00,-200.00,0,,,,,0.79,0.44,-0.44,0
Kepler-45 b,Transit,1,2.45523900,0.00000400,-0.00000400,0,0.030000,,,0,0.110000,0.100000,-0.090000,0,87.000,0.700,-0.700,0,0.50500,0.09000,-0.09000,0,0.960,0.110,-0.110,0,0.80000,0.50000,-0.50000,0,333.00,33.00,-33.00,0,15.980,,0,3820.00,90.00,-90.00,0,0.59,0.06,-0.06,0,0.55,0.11,-0.11,0
Kepler-447 b,Transit,1,7.79430132,0.00000182,-0.00000182,0,0.076900,0.006200,-0.007900,0,0.123000,0.037000,-0.036000,0,86.550,0.240,-0.320,0,1.37000,0.48000,-0.46000,0,1.650,0.590,-0.560,0,0.40000,0.94000,-0.32000,0,283.00,11.29,-10.03,0,12.379,,0,5493.00,62.00,-62.00,0,1.00,0.21,-0.21,0,1.05,0.19,-0.19,0
Kepler-44 b,Transit,1,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001100,0,0.066000,,,1,84.960,0.500,-0.620,0,1.00000,0.10000,-0.10000,0,1.090,0.070,-0.070,0,0.93000,0.19000,-0.17000,0,2250.00,300.00,-300.00,0,14.690,,0,5800.00,100.00,-100.00,0,1.12,0.08,-0.08,0,1.35,0.08,-0.08,0
Kepler-435 b,Transit,1,8.60015360,0.00000180,-0.00000180,0,0.094800,0.001800,-0.001800,0,0.114000,0.077000,-0.077000,0,85.510,0.520,-0.520,0,0.84000,0.15000,-0.15000,0,1.990,0.180,-0.180,0,0.13100,0.03700,-0.03700,0,2070.00,200.00,-200.00,0,13.604,,0,6161.00,94.00,-94.00,0,1.54,0.09,-0.09,0,3.21,0.30,-0.30,0
